epoch,train_total_loss,train_hard_loss,train_distill_loss,val_total_loss,val_hard_loss,val_distill_loss,accuracy,precision_macro,recall_macro,f1_macro,tau,lr
11,19.30616104671772,0.2727486524560615,0.9543981074097493,19.59465917671662,0.24889047113030358,0.9697773381924369,0.9722162855310964,0.938667745544092,0.9252112580947579,0.9293907657316753,0.15264179671752334,0.00816326530612245
12,19.238545498258084,0.27050540741292606,0.9511070587367685,19.531186218979165,0.2672556823588736,0.9658690859910183,0.9707202393673862,0.9422917753340541,0.9209228628481652,0.9256328042083172,0.12648552168552962,0.007979591836734693
13,19.18623047611905,0.2669901982135116,0.9486319167354725,19.490948655254236,0.2627564413723201,0.9640371771188954,0.9724300064116265,0.9442552300146373,0.9225196245563237,0.9272264792554322,0.10481131341546858,0.007795918367346938
14,19.13456234514147,0.25877358670597034,0.9463771752369022,19.447642551983847,0.24577178146905135,0.9625512559996325,0.9712545415687113,0.9388776853477562,0.926520257906346,0.9292791064467826,0.08685113737513525,0.007612244897959183
15,19.0817844676521,0.2536584498679298,0.943942886600131,19.477382843350213,0.2567994886792688,0.9635971605484749,0.9721094250908314,0.9443098214522614,0.9217228223544771,0.9268827810352719,0.07196856730011521,0.0074285714285714285
16,19.052115350786128,0.2524878084469049,0.9425062553041055,19.45152345491439,0.25090409498417754,0.9625400090146253,0.9715751228895063,0.945029374235603,0.9198770933198956,0.9271400600933402,0.05963623316594643,0.007244897959183674
17,19.017201367010642,0.2466613605583434,0.9409936136205643,19.386087498722944,0.2514060614693174,0.9592481346103875,0.9715751228895063,0.9453768000368764,0.9069397140503779,0.915098492356403,0.04941713361323836,0.007061224489795919
18,19.0029790692855,0.25046409017580656,0.9401303907270259,19.415838467817476,0.2534286017841804,0.9606547850679958,0.9707202393673862,0.93200372456467,0.9327013918566835,0.9276371079338117,0.040949150623804255,0.006877551020408163
19,18.97749552083725,0.2490685522556668,0.9389120339271794,19.343275291539076,0.23648588563778788,0.957704330132695,0.9730711690532164,0.9465757243462701,0.9235093231765187,0.9313073968280859,0.03393221771895328,0.006693877551020407
20,18.95115959105937,0.24097367751356533,0.9379190335713811,19.300141555678515,0.2550812199380321,0.9548038276221718,0.9737123316948065,0.9437032149039951,0.9290959414001522,0.9319348069396047,0.02811768697974231,0.006510204081632652
21,18.93345592207054,0.24281852847756955,0.9369600555455553,19.295972439284302,0.2543787788839203,0.9546234725657424,0.9721094250908314,0.9404110360384293,0.9288586346061507,0.930459562652337,0.02329951810515372,0.0063265306122448975
22,18.91402014689999,0.23882954374950907,0.9361478257051467,19.306310555852868,0.23186826583665182,0.9560407970572772,0.9725368668518914,0.9380518270060981,0.9276942078699015,0.9304996417555724,0.019306977288832506,0.006142857142857143
23,18.891461504218697,0.23507058338909498,0.9351702548133677,19.27094953512121,0.24697617317146586,0.9536684260049368,0.9734986108142766,0.9470592699060634,0.9258891107331204,0.9319808453704614,0.015998587196060583,0.005959183673469388
24,18.88274131742106,0.23739946081368218,0.9346410869153917,19.244265428947877,0.24006310889730254,0.9526107494177333,0.9721094250908314,0.937128619528643,0.9323271322526637,0.9309815564746562,0.013257113655901088,0.005775510204081632
25,18.868033363618828,0.23395664395614418,0.934043402619431,19.24172394824451,0.23617516618975778,0.9526391913172882,0.9730711690532164,0.9380550985740252,0.9324378101607734,0.9329175594872962,0.010985411419875584,0.005591836734693877
26,18.856177522290544,0.23381500642898834,0.9334562740836851,19.284243304241823,0.23269704795692742,0.9549042852573554,0.9720025646505663,0.9369781868451893,0.932986402400496,0.9319624300099005,0.009102981779915217,0.005408163265306122
27,18.834801354884267,0.22647934773180442,0.9326808931012319,19.243959175365863,0.25391006594269744,0.9520415570344087,0.9743534943363966,0.9524463040484634,0.9225234794661995,0.932528516335829,0.007543120063354615,0.0052244897959183665
28,18.827092292537444,0.22745856239285425,0.9322562741510796,19.244024628119277,0.24797801608230272,0.9522821107311212,0.9675144261594357,0.9300732781968455,0.9376518433658371,0.9290787734706473,0.006250551925273976,0.0050408163265306125
29,18.819065284597414,0.2280571474251029,0.9318309794918264,19.2074565915986,0.23725295624926682,0.9508827121422366,0.9743534943363966,0.9462267609261006,0.9304679678745897,0.9345271268691118,0.005179474679231213,0.004857142857142857
30,18.820137812960574,0.23008633187182953,0.9318034370974333,19.1889827668756,0.23676554342238787,0.9499785200885587,0.9747809360974568,0.9457907819525035,0.9318867740606627,0.9347485425594473,0.004291934260128779,0.004673469387755102
31,18.800670059864885,0.22763117168745706,0.9309282562177614,19.202033516381842,0.23797189370308056,0.9505828022574685,0.9746740756571917,0.9499088364611615,0.9259121594555035,0.9339223840189658,0.0035564803062231288,0.004489795918367346
32,18.780606913312266,0.22278446343683853,0.9301189684326315,19.349562763377982,0.27152876924159963,0.9566169857316406,0.9648429151528104,0.9195627664488641,0.9561399883626027,0.9313016722192715,0.0029470517025518097,0.004306122448979591
33,18.783968382211196,0.22207474034433256,0.9303154275117834,19.16580865749515,0.22620401126737044,0.9492422704718056,0.9744603547766617,0.9464054278201068,0.9285121559119438,0.93368948369995,0.0024420530945486523,0.004122448979591836
34,18.775666527438617,0.22367058806057916,0.9298365039537713,19.2036556318087,0.24590887929166083,0.950346424732995,0.9660183799957256,0.9232328784596088,0.9405536270865862,0.9271614732850213,0.0020235896477251575,0.0039387755102040815
35,18.767932860871404,0.22336954498663403,0.9294618620131291,19.161701837088415,0.2288505364330423,0.9489310737297203,0.9753152382987818,0.9493702826189154,0.9288024950768337,0.9353125677698291,0.0016768329368110084,0.0037551020408163258
36,18.762205684779083,0.22192019897119636,0.9292334783692804,19.171042945146,0.2116770821120249,0.9500850684929668,0.9743534943363966,0.9457309417859331,0.9289428117961229,0.9345320888662388,0.0013894954943731374,0.003571428571428571
37,18.76137228011579,0.22114572797977117,0.9292227839965549,19.152918661728606,0.21490308050864426,0.9490498116597785,0.9734986108142766,0.9398010140838112,0.9379949823482381,0.9355226194391162,0.001151395399326447,0.003387755102040815
38,18.746767419807878,0.21875086748528494,0.9285883356740012,19.183101764115595,0.2207205330185537,0.9503262677007212,0.9722162855310964,0.9342596285578045,0.9356829868616787,0.9311777635525256,0.0009540954763499945,0.003204081632653061
39,18.74406418792509,0.21634519585662085,0.9285494022445808,19.156970411570924,0.22494663389905845,0.9488506581340496,0.9751015174182518,0.9505471060995931,0.9276886107311275,0.9354309663679672,0.0007906043210907702,0.0030204081632653054
40,18.733765332706287,0.21827292255154526,0.927957350829538,19.141536843498997,0.227058620656896,0.9479944975005686,0.9757426800598419,0.9505483272150358,0.9293551205498114,0.935964895381719,0.0006551285568595509,0.0028367346938775505
41,18.74143558810523,0.21852392122552813,0.9283308260621637,19.12765762148109,0.22379474148484957,0.9474310890862412,0.9749946569779867,0.9468410981245952,0.9324958445254303,0.9359115861695386,0.0005428675439323859,0.0026530612244897948
42,18.72886699499778,0.21653626027834635,0.9277819004723368,19.131643294472806,0.2216850565636359,0.9477147607880796,0.976383842701432,0.9506559604739115,0.9304590124942496,0.9381575491423343,0.00044984326689694444,0.00246938775510204
43,18.72493864372329,0.2158004720850403,0.9276149127315464,19.131518722064577,0.21491942081775203,0.9479791573872803,0.9743534943363966,0.9418160050466522,0.9330919757067624,0.9345262755312412,0.0003727593720314942,0.002285714285714285
44,18.708355916733893,0.21096772111231385,0.9269790872800997,19.14378594220971,0.21403634309379668,0.9486278434496809,0.9733917503740115,0.9407473939320121,0.9307271613430425,0.9325656715310794,0.0003088843596477482,0.00210204081632653
45,18.711071292869303,0.2136987849200575,0.9270056165758354,19.11357777932435,0.2127214401561314,0.9471700271369811,0.9744603547766617,0.9445333033181016,0.9316151102257437,0.9346460268657627,0.0002559547922699536,0.0019183673469387753
46,18.708853593014585,0.21479114908784294,0.9268510326713866,19.1231673098599,0.21316957313861104,0.9476315849585063,0.9754220987390468,0.9475041630151174,0.9306098955541425,0.936121766290747,0.00021209508879201905,0.0017346938775510187
47,18.704338128745274,0.21043228740193862,0.9267996144239066,19.114073116419075,0.21583409096142278,0.947070291610986,0.9757426800598419,0.9491055718545817,0.9311766394516147,0.9367773003306118,0.00017575106248547912,0.0015510204081632638
48,18.696864130289093,0.21045622430191752,0.926424957236521,19.142669373227125,0.20943097243339834,0.9487562268481955,0.9755289591793118,0.945234253900898,0.9341388010394266,0.9369278056172722,0.00014563484775012445,0.0013673469387755106
49,18.69172218115044,0.2098760617153371,0.9261910667377932,19.11328784888003,0.2130390359373846,0.9471428310114443,0.9755289591793118,0.9487131784347658,0.9313087763973262,0.9365428140322037,0.0001206792640639329,0.001183673469387754
50,18.691738733673137,0.21116374520925354,0.9261403880744123,19.114790745030156,0.2128394861456974,0.9472259554656098,0.9738191921350716,0.9400835762549318,0.9350557329879557,0.9341979201224222,0.0001,0.0009999999999999992
