epoch,train_loss,val_loss,accuracy,precision_macro,recall_macro,f1_macro,tau,lr
1,1.2265962269999593,0.39184619073100635,0.8995346869712352,0.7863468806191324,0.8804994996826239,0.8169660347053944,1.0,0.01
2,0.2130393366509452,0.1426835406738001,0.9538917089678511,0.8914473405669207,0.954462763164734,0.9128682772095951,0.8286427728546845,0.009816326530612245
3,0.12016458988365714,0.07632207012886834,0.9784263959390863,0.9522228632883353,0.9640294496834046,0.957164580242944,0.6866488450043001,0.00963265306122449
4,0.08403927174543395,0.06158940680706373,0.9773688663282571,0.9582939189031165,0.9544221790338671,0.9549974206823362,0.5689866029018297,0.009448979591836736
5,0.0699350923050829,0.053525561514530015,0.9838197969543148,0.9699368096413907,0.9730388045491595,0.9701672103538582,0.4714866363457394,0.009265306122448979
6,0.0606924486669141,0.05137236429131365,0.9827622673434856,0.960129918360829,0.9745530941558,0.9662981211404637,0.3906939937054617,0.009081632653061224
7,0.055087383199141034,0.041484511386536825,0.9866751269035533,0.9780176368476798,0.9669098398457309,0.9715255993897048,0.3237457542817644,0.00889795918367347
8,0.05144164924112101,0.046770382649020184,0.9843485617597293,0.965928922218724,0.9712923459839877,0.96705062189983,0.2682695795279726,0.008714285714285714
9,0.04627014630532327,0.04247591516382123,0.9867808798646363,0.9686494406306212,0.9828063256756528,0.9747493926908256,0.2222996482526195,0.00853061224489796
10,0.045272494631193955,0.037838496350279305,0.988155668358714,0.9738142239428742,0.975859610569682,0.9740311106427596,0.1842069969326716,0.008346938775510205
11,0.040957679776412396,0.0358249339610025,0.9868866328257191,0.9766386381465278,0.9753136307019648,0.9753370423845164,0.15264179671752334,0.00816326530612245
12,0.04044536330420125,0.044305816109752594,0.9848773265651438,0.965545247499327,0.9805597890972267,0.9718153187319819,0.12648552168552962,0.007979591836734693
13,0.04036136801837543,0.03636373186706049,0.9876269035532995,0.9714777337911819,0.982474998962327,0.9760078274641651,0.10481131341546858,0.007795918367346938
14,0.0368305210145675,0.0361845356031825,0.9886844331641286,0.9707844106618766,0.9851433117666536,0.9774364484634965,0.08685113737513525,0.007612244897959183
15,0.03587839234370777,0.035678870850297834,0.989318950930626,0.981214336693299,0.9783310544258378,0.9786433038773933,0.07196856730011521,0.0074285714285714285
16,0.03505662451354255,0.03178084665860926,0.9887901861252115,0.9835372171848417,0.9764876296617641,0.9792325507181767,0.05963623316594643,0.007244897959183674
17,0.03456110847758145,0.03599107252275185,0.9890016920473773,0.9815799662425023,0.9777390001279047,0.9787319459353065,0.04941713361323836,0.007061224489795919
18,0.033113659765847174,0.036177013150926494,0.989424703891709,0.9793551494118233,0.9830266014455723,0.9806675134770823,0.040949150623804255,0.006877551020408163
19,0.032921855399204024,0.03632936660857796,0.9895304568527918,0.987014053795036,0.9775166058218596,0.981487646480701,0.03393221771895328,0.006693877551020407
20,0.032022519015744835,0.030524362309684094,0.9886844331641286,0.9721726443492287,0.9802608532970338,0.9752048724683084,0.02811768697974231,0.006510204081632652
21,0.032332137166924325,0.0289148735878875,0.9907994923857868,0.987420129683565,0.9777910706667475,0.9821247319139551,0.02329951810515372,0.0063265306122448975
22,0.0320983224163016,0.03217591760058377,0.9910109983079526,0.981307047353946,0.9832095814594779,0.9818936502089279,0.019306977288832506,0.006142857142857143
23,0.03141983594751641,0.03259324972093106,0.9890016920473773,0.9746845511849708,0.9864654028368373,0.9799962061187626,0.015998587196060583,0.005959183673469388
24,0.030507886205105424,0.030304079710530275,0.9886844331641286,0.9878797385124992,0.9700024323557478,0.978405142446236,0.013257113655901088,0.005775510204081632
25,0.030062870327832735,0.030585614898278657,0.9887901861252115,0.9827511490701245,0.97733179266141,0.979469800550867,0.010985411419875584,0.005591836734693877
26,0.028485756895990623,0.030539918649746384,0.9897419627749577,0.9875859669928718,0.9748077017547446,0.9806229528752038,0.009102981779915217,0.005408163265306122
27,0.028863726881954304,0.02660186533187232,0.9919627749576988,0.9869757328899633,0.9824783127150015,0.9843935840787719,0.007543120063354615,0.0052244897959183665
28,0.02919914170110213,0.026562929173294916,0.9915397631133672,0.9887737930878053,0.9801948439091999,0.9840178009325723,0.006250551925273976,0.0050408163265306125
29,0.027422770843663236,0.029036019854708644,0.9909052453468697,0.9832881568102371,0.9849705696604616,0.9836301260963664,0.005179474679231213,0.004857142857142857
30,0.026672375879910133,0.02622444653380642,0.9911167512690355,0.9889746067326145,0.9774694240770878,0.9825309289683131,0.004291934260128779,0.004673469387755102
31,0.027754887745182127,0.028004776171507772,0.991751269035533,0.9880026060438305,0.982139964676211,0.9846597080695303,0.0035564803062231288,0.004489795918367346
32,0.02730784851178628,0.028121281802938134,0.9915397631133672,0.9883062068249617,0.9809228833819285,0.9842001094986572,0.0029470517025518097,0.004306122448979591
33,0.02639436193815471,0.031001333285911703,0.990587986463621,0.9862607941973829,0.9792629916122664,0.9821503154149567,0.0024420530945486523,0.004122448979591836
34,0.026878463545536354,0.030113264337080736,0.9912225042301185,0.9851819803012494,0.9822033179081462,0.9830354311363442,0.0020235896477251575,0.0039387755102040815
35,0.02577111437488904,0.02919131236448164,0.9914340101522843,0.9902953872172624,0.9769359840299141,0.9829586535338782,0.0016768329368110084,0.0037551020408163258
36,0.02597879362462311,0.029812417751494482,0.9897419627749577,0.9817741858281563,0.9809996831437934,0.9808547954750806,0.0013894954943731374,0.003571428571428571
37,0.025360573718664594,0.02741092583116227,0.9914340101522843,0.989323519604619,0.9796976078422956,0.98409609347785,0.001151395399326447,0.003387755102040815
38,0.025700572954262434,0.03412159321187454,0.9890016920473773,0.9680360137592958,0.9852870986099644,0.9739933951033984,0.0009540954763499945,0.003204081632653061
39,0.0240522393931706,0.02730360760882114,0.9920685279187818,0.9903927789262192,0.98094250353064,0.9852440042376226,0.0007906043210907702,0.0030204081632653054
40,0.024522983906317124,0.026121426809769373,0.9919627749576988,0.9896501256731788,0.9802417652248732,0.9845378256829509,0.0006551285568595509,0.0028367346938775505
41,0.025014700621114123,0.029213730049676145,0.990587986463621,0.9871415050739931,0.9800751761997426,0.9830000695988262,0.0005428675439323859,0.0026530612244897948
42,0.024609708018835382,0.028037013729548376,0.9910109983079526,0.9798050671335905,0.9824892021526198,0.9800964821901582,0.00044984326689694444,0.00246938775510204
43,0.02410105373910593,0.028424049849107003,0.9906937394247038,0.9782631479950733,0.9850353387207392,0.9813488256873091,0.0003727593720314942,0.002285714285714285
44,0.025044644372805572,0.027708605219763895,0.9918570219966159,0.9897836178100624,0.9798292017776274,0.9843916017105224,0.0003088843596477482,0.00210204081632653
45,0.02369146114128287,0.026912589527964284,0.9923857868020305,0.989128359269622,0.9822365478193805,0.9852114895773809,0.0002559547922699536,0.0019183673469387753
46,0.023880869156244527,0.02702026634910384,0.9901649746192893,0.9793015471580018,0.9793805177986459,0.9782519249352385,0.00021209508879201905,0.0017346938775510187
47,0.022649783293129985,0.026236134339765894,0.9918570219966159,0.9908107175446995,0.978788062031755,0.984371826336732,0.00017575106248547912,0.0015510204081632638
48,0.022762870607355566,0.026751241494167296,0.9899534686971235,0.9889724025729899,0.9757218493452375,0.9818129174282058,0.00014563484775012445,0.0013673469387755106
49,0.02299651869544137,0.026228929413284183,0.9922800338409475,0.9896627839498122,0.9817218912977493,0.9852954274267235,0.0001206792640639329,0.001183673469387754
50,0.022231045716026507,0.025514702790648238,0.9922800338409475,0.9893101672450482,0.9818597705771747,0.9851859151795836,0.0001,0.0009999999999999992
