source_attack,sensor,low,high,target_coverage,other_coverage,specificity_score,fallback_selected,source_attacks,feature_name
Attack_10,AIT203,328.4286,328.6337,1.0,0.012306460224239188,0.9876935397757608,False,Attack_10,AIT203_ATTACK_RANGE_000
Attack_6,AIT203,329.5309,330.0436,1.0,0.017659159520183806,0.9823408404798162,False,Attack_6,AIT203_ATTACK_RANGE_001
Attack_38,AIT203,290.9254,292.1302,0.9733333333333334,0.012445467441051308,0.960887865892282,False,Attack_38,AIT203_ATTACK_RANGE_002
Attack_13,AIT203,332.4532,332.7352,0.9731182795698925,0.01398320945403989,0.9591350701158526,False,Attack_13,AIT203_ATTACK_RANGE_003
Attack_33,AIT203,304.9474,305.1782,0.9605633802816902,0.012972363226170333,0.9475910170555198,False,Attack_33,AIT203_ATTACK_RANGE_004
Attack_19,AIT203,333.5555,333.7862,0.9565217391304348,0.016933736390144727,0.9395880027402901,False,Attack_19,AIT203_ATTACK_RANGE_005
Attack_40,AIT203,303.3325,303.8195,0.9453781512605042,0.009451137884872824,0.9359270133756313,False,Attack_40,AIT203_ATTACK_RANGE_006
Attack_22,AIT203,334.7603,337.49937,0.9351351351351351,0.002928690418614649,0.9322064447165205,False,Attack_22,AIT203_ATTACK_RANGE_007
Attack_11,AIT203,327.8903,328.4286,0.9354120267260579,0.005250545248929697,0.9301614814771283,False,Attack_11,AIT203_ATTACK_RANGE_008
Attack_4,AIT203,330.7101,331.1971,0.9583333333333334,0.03050219980684623,0.9278311335264872,False,Attack_4,AIT203_ATTACK_RANGE_009
Attack_21,AIT203,332.0174,332.8634,0.9532062391681109,0.02836994407068169,0.9248362950974292,False,Attack_21,AIT203_ATTACK_RANGE_010
Attack_20,AIT203,333.4786,333.6324,0.930379746835443,0.013227087357802104,0.9171526594776409,False,Attack_20,AIT203_ATTACK_RANGE_011
Attack_36,AIT203,288.16202999999996,291.1305,0.9375,0.02392614920874152,0.9135738507912585,False,Attack_36,AIT203_ATTACK_RANGE_012
Attack_3,AIT203,316.6111,318.7132,0.9281045751633987,0.04372083042755217,0.8843837447358466,False,Attack_3,AIT203_ATTACK_RANGE_013
Attack_2,AIT203,328.6593,329.66806,0.9265536723163842,0.05272063168072192,0.8738330406356623,False,Attack_2,AIT203_ATTACK_RANGE_014
Attack_7,AIT203,316.8931,319.93078,0.9329446064139941,0.06940528930057725,0.8635393171134169,False,Attack_7,AIT203_ATTACK_RANGE_015
Attack_32,AIT203,290.7716,300.2563,0.9251559251559252,0.07093001320505565,0.8542259119508695,False,Attack_32,AIT203_ATTACK_RANGE_016
Attack_41,AIT203,304.8193,307.1776,0.9104477611940298,0.06204480247186052,0.8484029587221693,False,Attack_41,AIT203_ATTACK_RANGE_017
Attack_35,AIT203,288.6696,303.5888,0.9974025974025974,0.17049700292987124,0.8269055944727262,False,Attack_35,AIT203_ATTACK_RANGE_018
Attack_29,AIT402,146.3727,146.8854,0.9690721649484536,0.026539702862020217,0.9425324620864334,False,Attack_29,AIT402_ATTACK_RANGE_000
Attack_31,AIT402,147.5263,147.9108,0.95578231292517,0.021183032123129726,0.9345992808020402,False,Attack_31,AIT402_ATTACK_RANGE_001
Attack_24,AIT402,149.7052,150.5511,0.953307392996109,0.01883153411373925,0.9344758588823697,False,Attack_24,AIT402_ATTACK_RANGE_002
Attack_13,AIT402,151.9867,152.6275,0.9946236559139785,0.07170739532645314,0.9229162605875254,False,Attack_13,AIT402_ATTACK_RANGE_003
Attack_6,AIT402,155.0372,155.2679,0.9617834394904459,0.04282546552322941,0.9189579739672165,False,Attack_6,AIT402_ATTACK_RANGE_004
Attack_39,AIT402,144.9372,145.655,0.956386292834891,0.03944508546435184,0.9169412073705391,False,Attack_39,AIT402_ATTACK_RANGE_005
Attack_30,AIT402,146.0651,146.8342,0.9434364994663821,0.027857357234454722,0.9155791422319274,False,Attack_30,AIT402_ATTACK_RANGE_006
Attack_4,AIT402,154.5501,155.0628,0.9807692307692307,0.06950853095825732,0.9112606998109734,False,Attack_4,AIT402_ATTACK_RANGE_007
Attack_26,AIT402,149.1925,150.2692,0.9186851211072664,0.008179622310057092,0.9105054987972093,False,Attack_26,AIT402_ATTACK_RANGE_008
Attack_21,AIT402,154.3194,154.8321,0.9774696707105719,0.06711518197292697,0.9103544887376449,False,Attack_21,AIT402_ATTACK_RANGE_009
Attack_35,AIT402,142.989,143.6298,0.922077922077922,0.013466655914845577,0.9086112661630765,False,Attack_35,AIT402_ATTACK_RANGE_010
Attack_27,AIT402,148.3978,148.9874,0.9379157427937915,0.03239961363322754,0.905516129160564,False,Attack_27,AIT402_ATTACK_RANGE_011
Attack_32,AIT402,145.2961,146.2446,0.9438669438669439,0.04772684399169968,0.8961400998752442,False,Attack_32,AIT402_ATTACK_RANGE_012
Attack_17,AIT402,151.5509,152.7813,0.9616724738675958,0.0995839412114335,0.8620885326561623,False,Attack_17,AIT402_ATTACK_RANGE_013
Attack_41,AIT402,144.1425,144.8347,0.926865671641791,0.07578349150297947,0.8510821801388115,False,Attack_41,AIT402_ATTACK_RANGE_014
Attack_37,AIT402,140.9126,144.809,0.952,0.188401902560933,0.7635980974390669,False,Attack_37,AIT402_ATTACK_RANGE_015
Attack_3,AIT501,7.879582,7.882146,0.9934640522875817,0.005069470521967706,0.988394581765614,False,Attack_3,AIT501_ATTACK_RANGE_000
Attack_10,AIT501,7.852987,7.853628,0.984375,0.0062466631073144685,0.9781283368926855,False,Attack_10,AIT501_ATTACK_RANGE_001
Attack_6,AIT501,7.869969,7.870931,1.0,0.02241457615345569,0.9775854238465443,False,Attack_6,AIT501_ATTACK_RANGE_002
Attack_4,AIT501,7.87061,7.873174,1.0,0.03369460242515291,0.9663053975748471,False,Attack_4,AIT501_ATTACK_RANGE_003
Attack_25,AIT501,7.813894,7.821584,0.9714285714285714,0.006846730281955901,0.9645818411466155,False,Attack_25,AIT501_ATTACK_RANGE_004
Attack_29,AIT501,7.837926,7.84081,0.9690721649484536,0.006294844095916353,0.9627773208525372,False,Attack_29,AIT501_ATTACK_RANGE_005
Attack_31,AIT501,7.778006,7.779928,0.9421768707482994,0.010323376414436638,0.9318534943338628,False,Attack_31,AIT501_ATTACK_RANGE_006
Attack_34,AIT501,7.796911,7.798513,0.9753086419753086,0.04593809155624284,0.9293705504190658,False,Attack_34,AIT501_ATTACK_RANGE_007
Attack_26,AIT501,7.784414,7.7889,0.9351211072664359,0.007136583223539745,0.9279845240428962,False,Attack_26,AIT501_ATTACK_RANGE_008
Attack_1,AIT501,7.873174,7.876058,0.9574468085106383,0.029970680855684655,0.9274761276549537,False,Attack_1,AIT501_ATTACK_RANGE_009
Attack_19,AIT501,7.823186,7.825109,0.966183574879227,0.04373879778497097,0.9224447770942561,False,Attack_19,AIT501_ATTACK_RANGE_010
Attack_21,AIT501,7.822866,7.82575,0.975736568457539,0.05544297641241793,0.9202935920451211,False,Attack_21,AIT501_ATTACK_RANGE_011
Attack_8,AIT501,7.856512,7.860997,0.9520103761348897,0.04821142407040226,0.9037989520644875,False,Attack_8,AIT501_ATTACK_RANGE_012
Attack_39,AIT501,7.75109,7.754614,0.9532710280373832,0.05221777980518958,0.9010532482321936,False,Attack_39,AIT501_ATTACK_RANGE_013
Attack_27,AIT501,7.7591,7.769675,0.9371766444937176,0.041589623292396856,0.8955870212013207,False,Attack_27,AIT501_ATTACK_RANGE_014
Attack_17,AIT501,7.860036,7.86324,0.9337979094076655,0.03871508078024531,0.8950828286274202,False,Attack_17,AIT501_ATTACK_RANGE_015
Attack_23,AIT501,7.801077,7.804922,0.9121863799283154,0.017553335133675397,0.89463304479464,False,Attack_23,AIT501_ATTACK_RANGE_016
Attack_28,AIT501,7.441554,7.7438316,0.9024390243902439,0.01378561736770692,0.888653407022537,False,Attack_28,AIT501_ATTACK_RANGE_017
Attack_16,AIT501,7.857152,7.859715,0.9230769230769231,0.03537881018010544,0.8876981128968177,False,Attack_16,AIT501_ATTACK_RANGE_018
Attack_24,AIT501,7.824789,7.826711,0.9494163424124513,0.06273606386113417,0.8866802785513171,False,Attack_24,AIT501_ATTACK_RANGE_019
Attack_36,AIT501,7.79595,7.800756,0.9513888888888888,0.06553450317579933,0.8858543857130895,False,Attack_36,AIT501_ATTACK_RANGE_020
Attack_30,AIT501,7.825109,7.830556,0.9509071504802561,0.06578265258792393,0.8851244978923322,False,Attack_30,AIT501_ATTACK_RANGE_021
Attack_7,AIT501,7.867406,7.870931,0.9037900874635568,0.02381527721841858,0.8799748102451382,False,Attack_7,AIT501_ATTACK_RANGE_022
Attack_32,AIT501,7.794027,7.798513,0.9688149688149689,0.09494165521330207,0.8738733136016668,False,Attack_32,AIT501_ATTACK_RANGE_023
Attack_2,AIT501,7.872533,7.878621,0.9519774011299436,0.07917494762851157,0.872802453501432,False,Attack_2,AIT501_ATTACK_RANGE_024
Attack_38,AIT501,7.752115,7.755576,0.9155555555555556,0.04515162058721195,0.8704039349683437,False,Attack_38,AIT501_ATTACK_RANGE_025
Attack_33,AIT501,7.790503,7.798513,0.9830985915492958,0.11946391641823113,0.8636346751310646,False,Attack_33,AIT501_ATTACK_RANGE_026
Attack_41,AIT501,7.75041695,7.761023,0.9276119402985075,0.08177002869123813,0.8458419116072693,False,Attack_41,AIT501_ATTACK_RANGE_027
Attack_35,AIT501,7.792425,7.800116,0.9506493506493506,0.11332419428540709,0.8373251563639436,False,Attack_35,AIT501_ATTACK_RANGE_028
Attack_37,AIT501,7.682518,7.771918,0.952,0.1830005643189208,0.7689994356810792,False,Attack_37,AIT501_ATTACK_RANGE_029
Attack_22,AIT502,150.0,150.0,0.9567567567567568,0.0005105056692998012,0.956246251087457,False,Attack_22,AIT502_ATTACK_RANGE_000
Attack_21,AIT502,146.0395,146.5009,0.9722703639514731,0.017535327335116587,0.9547350366163566,False,Attack_21,AIT502_ATTACK_RANGE_001
Attack_31,AIT502,139.5796,140.041,0.9591836734693877,0.014694052662626696,0.944489620806761,False,Attack_31,AIT502_ATTACK_RANGE_002
Attack_27,AIT502,141.938,142.6557,0.9763488543976349,0.04056851110804471,0.9357803432895901,False,Attack_27,AIT502_ATTACK_RANGE_003
Attack_34,AIT502,136.888,137.0674,0.9506172839506173,0.02196923240995014,0.9286480515406671,False,Attack_34,AIT502_ATTACK_RANGE_004
Attack_20,AIT502,145.6806,146.1164,0.9620253164556962,0.034207984546039925,0.9278173319096563,False,Attack_20,AIT502_ATTACK_RANGE_005
Attack_35,AIT502,136.5035,137.0418,0.961038961038961,0.0344595865924791,0.926579374446482,False,Attack_35,AIT502_ATTACK_RANGE_006
Attack_16,AIT502,142.9377,143.5017,0.9773755656108597,0.07182808360317927,0.9055474820076804,False,Attack_16,AIT502_ATTACK_RANGE_007
Attack_13,AIT502,143.3735,143.8349,0.9623655913978495,0.06721565691674242,0.8951499344811071,False,Attack_13,AIT502_ATTACK_RANGE_008
Attack_36,AIT502,137.3238,137.9134,0.9212962962962963,0.032538486381741845,0.8887578099145544,False,Attack_36,AIT502_ATTACK_RANGE_009
Attack_2,AIT502,144.0144,144.8603,0.9887005649717514,0.12684643068163506,0.8618541342901164,False,Attack_2,AIT502_ATTACK_RANGE_010
Attack_41,AIT502,138.1953,138.9387,0.9164179104477612,0.09492937541381594,0.8214885350339453,False,Attack_41,AIT502_ATTACK_RANGE_011
Attack_19,AIT503,254.5181,254.7744,0.9855072463768116,0.009309542280837859,0.9761977040959737,False,Attack_19,AIT503_ATTACK_RANGE_000
Attack_25,AIT503,271.3407,271.4368,0.9836734693877551,0.008410156881772603,0.9752633125059825,False,Attack_25,AIT503_ATTACK_RANGE_001
Attack_10,AIT503,270.2192,270.9562,1.0,0.030966364121729845,0.9690336358782702,False,Attack_10,AIT503_ATTACK_RANGE_002
Attack_23,AIT503,269.9949,270.4114,0.9605734767025089,0.013421550094517959,0.947151926607991,False,Attack_23,AIT503_ATTACK_RANGE_003
Attack_3,AIT503,263.7465,263.9708,0.9607843137254902,0.017756558124564132,0.9430277556009261,False,Attack_3,AIT503_ATTACK_RANGE_004
Attack_16,AIT503,260.7344,261.2151,0.9864253393665159,0.04573554205582466,0.9406897973106912,False,Attack_16,AIT503_ATTACK_RANGE_005
Attack_38,AIT503,260.7344,260.9267,0.96,0.026068570510933278,0.9339314294890667,False,Attack_38,AIT503_ATTACK_RANGE_006
Attack_4,AIT503,262.2404,262.657,0.9423076923076923,0.017008262689129736,0.9252994296185626,False,Attack_4,AIT503_ATTACK_RANGE_007
Attack_39,AIT503,244.9052,249.6796,0.9252336448598131,0.00786218370139802,0.9173714611584151,False,Attack_39,AIT503_ATTACK_RANGE_008
Attack_17,AIT503,260.2217,260.5742,0.926829268292683,0.013211217377208625,0.9136180509154743,False,Attack_17,AIT503_ATTACK_RANGE_009
Attack_40,AIT503,245.3858,248.9105,0.9159663865546218,0.0044444444444444444,0.9115219421101773,False,Attack_40,AIT503_ATTACK_RANGE_010
Attack_1,AIT503,261.3432,262.3686,0.9521276595744681,0.08193071994787708,0.8701969396265911,False,Attack_1,AIT503_ATTACK_RANGE_011
Attack_34,AIT504,14.99615,15.18841,1.0,0.0726531047537793,0.9273468952462207,False,Attack_34,AIT504_ATTACK_RANGE_000
Attack_24,AIT504,13.95796,14.22712,0.9571984435797666,0.050413865152286304,0.9067845784274803,False,Attack_24,AIT504_ATTACK_RANGE_001
Attack_23,AIT504,13.65035,13.95796,0.9587813620071685,0.05652173913043478,0.9022596228767337,False,Attack_23,AIT504_ATTACK_RANGE_002
Attack_16,AIT504,11.65086,11.88157,0.9683257918552036,0.06663633687478256,0.9016894549804211,False,Attack_16,AIT504_ATTACK_RANGE_003
Attack_8,AIT504,12.61215,13.38118,0.9273670557717251,0.02827498166607817,0.899092074105647,False,Attack_8,AIT504_ATTACK_RANGE_004
Attack_33,AIT504,15.38067,15.76519,0.9830985915492958,0.09416377944296726,0.8889348121063285,False,Attack_33,AIT504_ATTACK_RANGE_005
Attack_17,AIT504,11.57396,11.895027500000001,0.9320557491289199,0.06605608688604311,0.8659996622428767,False,Attack_17,AIT504_ATTACK_RANGE_006
Attack_32,AIT504,14.15022,14.53473,0.9230769230769231,0.07419085347778047,0.8488860695991427,False,Attack_32,AIT504_ATTACK_RANGE_007
Attack_37,AIT504,15.41912,20.99462,0.952,0.17880848090720985,0.77319151909279,False,Attack_37,AIT504_ATTACK_RANGE_008
Attack_29,DPIT301,2.061592,2.061592,0.9690721649484536,0.001547037955776053,0.9675251269926776,False,Attack_29,DPIT301_ATTACK_RANGE_000
Attack_8,DPIT301,45.0,45.0,0.9792477302204928,0.015400494336855258,0.9638472358836375,False,"Attack_23,Attack_8",DPIT301_ATTACK_RANGE_001
Attack_2,FIT201,2.78871,2.802294,0.9124293785310734,0.03623032712037385,0.8761990514106995,False,Attack_2,FIT201_ATTACK_RANGE_000
Attack_11,FIT401,0.0,0.0,0.9665924276169265,0.024367915129648077,0.9422245124872785,False,Attack_11,FIT401_ATTACK_RANGE_000
Attack_11,FIT504,0.0,0.0,0.9755011135857461,0.04343143326422359,0.9320696803215225,False,Attack_11,FIT504_ATTACK_RANGE_000
Attack_21,LIT101,700.0,700.0,0.9722703639514731,0.025100645753965038,0.9471697181975081,False,"Attack_21,Attack_30",LIT101_ATTACK_RANGE_000
Attack_1,LIT101,837.97774,869.858785,0.898936170212766,0.0020631990444130743,0.8968729711683529,False,Attack_1,LIT101_ATTACK_RANGE_001
Attack_28,LIT101,812.5321,814.2985,0.9132791327913279,0.027869742198100407,0.8854093905932274,False,Attack_28,LIT101_ATTACK_RANGE_002
Attack_37,LIT101,706.51042,810.8835,0.9013333333333333,0.09179587778464515,0.8095374555486882,False,Attack_37,LIT101_ATTACK_RANGE_003
Attack_26,LIT301,801.0,801.0,0.9826989619377162,0.0004666227492314449,0.9822323391884847,False,Attack_26,LIT301_ATTACK_RANGE_000
Attack_7,LIT301,1200.0,1200.0,0.9533527696793003,0.0003758893811249832,0.9529768802981753,False,Attack_7,LIT301_ATTACK_RANGE_001
Attack_28,LIT301,1011.68,1016.286,0.9092140921409214,0.00689280868385346,0.902321283457068,False,Attack_28,LIT301_ATTACK_RANGE_002
Attack_34,LIT301,844.8956,849.9023,0.9135802469135802,0.024928679979737117,0.8886515669338431,False,Attack_34,LIT301_ATTACK_RANGE_003
Attack_13,LIT301,909.4723749999999,920.2769,0.9139784946236559,0.02908935351050746,0.8848891411131484,False,Attack_13,LIT301_ATTACK_RANGE_004
Attack_20,LIT301,916.561925,933.1342,0.9018987341772152,0.047381412320240394,0.8545173218569748,False,Attack_20,LIT301_ATTACK_RANGE_005
Attack_31,LIT401,600.0,600.0,1.0,0.01120823724995978,0.9887917627500402,False,Attack_31,LIT401_ATTACK_RANGE_000
Attack_25,LIT401,1000.0,1000.0,0.963265306122449,0.0003773788344385142,0.9628879272880104,False,Attack_25,LIT401_ATTACK_RANGE_001
Attack_28,LIT401,246.623325,419.4462549999997,0.8997289972899729,0.0,0.8997289972899729,False,Attack_28,LIT401_ATTACK_RANGE_002
Attack_26,PIT501,244.5046,245.4539,0.9152249134948097,0.007795344751866491,0.9074295687429432,False,Attack_26,PIT501_ATTACK_RANGE_000
Attack_39,PIT501,247.3725,247.8371,0.9345794392523364,0.03163656854589852,0.902942870706438,False,Attack_39,PIT501_ATTACK_RANGE_001
Attack_32,PIT501,250.4807,250.9613,0.9126819126819127,0.04012719971972943,0.8725547129621832,False,Attack_32,PIT501_ATTACK_RANGE_002
Attack_1,PIT501,249.8718,250.5768,0.9348404255319149,0.08307090889347378,0.8517695166384411,False,Attack_1,PIT501_ATTACK_RANGE_003
Attack_8,PIT501,246.6996,248.1735,0.9195849546044098,0.08870902028954016,0.8308759343148696,False,Attack_8,PIT501_ATTACK_RANGE_004
Attack_11,PIT502,0.0,0.0,0.9732739420935412,0.04423920945636662,0.9290347326371746,False,"Attack_11,Attack_22",PIT502_ATTACK_RANGE_000
Attack_28,PIT502,0.0,0.7689104,0.9525745257452575,0.04301221166892809,0.9095623140763294,False,Attack_28,PIT502_ATTACK_RANGE_001
Attack_22,PIT503,135.8786,138.4581,0.9486486486486486,0.006932129614702564,0.941716519033946,False,Attack_22,PIT503_ATTACK_RANGE_000
Attack_24,PIT503,190.3679,190.9446,0.9766536964980544,0.04122579089764539,0.9354279056004091,False,Attack_24,PIT503_ATTACK_RANGE_001
Attack_26,PIT503,183.8311,184.7122,0.9299307958477508,0.008124725516029864,0.921806070331721,False,Attack_26,PIT503_ATTACK_RANGE_002
Attack_34,PIT503,187.1956,187.5641,0.9753086419753086,0.08966326285759992,0.8856453791177087,False,Attack_34,PIT503_ATTACK_RANGE_003
Attack_36,PIT503,186.2343,186.8591,0.9328703703703703,0.07893745290128108,0.8539329174690893,False,Attack_36,PIT503_ATTACK_RANGE_004
Attack_40,PIT503,134.5969,185.6896,0.9495798319327731,0.10120481927710843,0.8483750126556646,False,Attack_40,PIT503_ATTACK_RANGE_005
