epoch,train_loss,val_loss,accuracy,precision_macro,recall_macro,f1_macro,tau,lr
1,1.1871722016886386,0.2737284643421486,0.9342778014486579,0.8696142247592331,0.8423247127246059,0.8364015455946439,1.0,0.01
2,0.21051645614183048,0.11223138311506044,0.9670856412441414,0.8905712720137797,0.9413685842892554,0.9122896878729231,0.8286427728546845,0.009816326530612245
3,0.11436101090220767,0.0901926834367425,0.972198551342139,0.9248053704608411,0.9585922764147673,0.938972073163193,0.6866488450043001,0.00963265306122449
4,0.08448363533107014,0.06454938569533449,0.9786962079250107,0.9308570673309366,0.9339733015561662,0.9310882612350384,0.5689866029018297,0.009448979591836736
5,0.07627739272149019,0.05220181709713462,0.9816787388155092,0.9413417986786486,0.9440304093763535,0.9414330336632446,0.4714866363457394,0.009265306122448979
6,0.0649354270707269,0.05778614398495926,0.981891776736259,0.9659265806741401,0.9596706961304784,0.9617150895390775,0.3906939937054617,0.009081632653061224
7,0.05753282581954412,0.04206795488231444,0.9848743076267575,0.9722278251083836,0.9583927181429812,0.9644118708533888,0.3237457542817644,0.00889795918367347
8,0.05409040824158562,0.0488797900700028,0.9811461440136344,0.9453206144924287,0.9713998388135949,0.9558854355657549,0.2682695795279726,0.008714285714285714
9,0.050002430857843595,0.04299063522319875,0.9855134213890072,0.970924965620521,0.9682923429097023,0.9655818754724286,0.2222996482526195,0.00853061224489796
10,0.046851063668422184,0.037299783062476895,0.9865786109927567,0.9715743805574282,0.9665287328842004,0.9682064130366833,0.1842069969326716,0.008346938775510205
11,0.04540958536570879,0.03558420179060295,0.9875372816361312,0.9739772637586809,0.9766794716478171,0.9749847024206891,0.15264179671752334,0.00816326530612245
12,0.04354307844782565,0.0394777290171081,0.985939497230507,0.9642909355288735,0.9778305827392685,0.9695884392362358,0.12648552168552962,0.007979591836734693
13,0.03979490535621737,0.03414056282068509,0.9882829143587558,0.9777530432207363,0.9802355709000099,0.9782726225740177,0.10481131341546858,0.007795918367346938
14,0.03892508659235717,0.03504796071501355,0.9884959522795057,0.9775765798222041,0.9760331597772696,0.9751751039694487,0.08685113737513525,0.007612244897959183
15,0.038632372920707085,0.031043792894283946,0.9894546229228802,0.9892000506508002,0.9643014812377041,0.97321050219526,0.07196856730011521,0.0074285714285714285
16,0.03716114965034599,0.032474324379179575,0.9897741798040051,0.9778102469391388,0.9747710456580158,0.9759362771566755,0.05963623316594643,0.007244897959183674
