epoch,train_loss,val_loss,accuracy,precision_macro,recall_macro,f1_macro,tau,lr
17,0.03555826499828361,0.031689386013143694,0.9880698764380059,0.9800190636681734,0.9735664275975127,0.9751171977902258,0.04941713361323836,0.007061224489795919
18,0.03439975747018639,0.03147864673916016,0.9897741798040051,0.9780903769594155,0.9795240740966755,0.9785641249117616,0.040949150623804255,0.006877551020408163
19,0.034595321104234585,0.034689121837064185,0.987963357477631,0.9692513386975327,0.9829710260870509,0.975541010839059,0.03393221771895328,0.006693877551020407
20,0.034212053229882,0.03485670385259241,0.987856838517256,0.9698163387838,0.9809379429587679,0.9746559174221517,0.02811768697974231,0.006510204081632652
21,0.03411021561357447,0.03191765476643343,0.9896676608436301,0.9738308731768256,0.9822145918327535,0.9776389568320037,0.02329951810515372,0.0063265306122448975
22,0.03250384275337847,0.03273571697008743,0.9880698764380059,0.9782090978845903,0.9727121271757928,0.9746011629809205,0.019306977288832506,0.006142857142857143
23,0.03283153434118522,0.03006789304537039,0.9875372816361312,0.9671785976203879,0.9844520085986258,0.9738458898060135,0.015998587196060583,0.005959183673469388
24,0.03139063073412203,0.03663478348164839,0.9876438005965061,0.9679450162811164,0.9829901256180347,0.9737402798938898,0.013257113655901088,0.005775510204081632
25,0.02984105597728191,0.033385405221236356,0.9877503195568811,0.9684190643815346,0.9846909672359114,0.9744086896249465,0.010985411419875584,0.005591836734693877
26,0.03041459568786825,0.03219093579768437,0.9888155091606305,0.9729347276967746,0.9835865408656375,0.9767922613639224,0.009102981779915217,0.005408163265306122
27,0.032277297233311006,0.02753965731334684,0.9890285470813804,0.9714058031262487,0.9872824780860048,0.9783931866048429,0.007543120063354615,0.0052244897959183665
28,0.029297293284431095,0.027362033692657495,0.98988069876438,0.975951712843247,0.9832302316424024,0.9782180706912033,0.006250551925273976,0.0050408163265306125
29,0.030196654694104406,0.02918320057726053,0.9903067746058798,0.9736513937504127,0.9865844158208823,0.9782983226867358,0.005179474679231213,0.004857142857142857
30,0.028270743191238262,0.03021310807241967,0.9895611418832552,0.9693052644302982,0.9909150703941312,0.9784802976066468,0.004291934260128779,0.004673469387755102
31,0.027285532337892483,0.027682702610372648,0.9902002556455048,0.9817341465796913,0.9841045324395508,0.982535517952713,0.0035564803062231288,0.004489795918367346
32,0.027393203488204232,0.03358259353759335,0.9874307626757562,0.9642581197878921,0.9894217469464264,0.9748969898542165,0.0029470517025518097,0.004306122448979591
33,0.02906295022058772,0.03397662084813076,0.9874307626757562,0.9560989898059046,0.9947968894195408,0.9732398053451001,0.0024420530945486523,0.004122448979591836
34,0.027113803222760174,0.029363207989871565,0.9891350660417554,0.969270869107058,0.9884714497533383,0.9770940504618137,0.0020235896477251575,0.0039387755102040815
35,0.02667120746384611,0.026579573591868536,0.989987217724755,0.9729451310295535,0.9872331525002368,0.9782162055193453,0.0016768329368110084,0.0037551020408163258
36,0.028007692465945363,0.03281921024981136,0.9888155091606305,0.9672722150046162,0.9887998792562933,0.9759422709739114,0.0013894954943731374,0.003571428571428571
37,0.02800882091604735,0.028058378471169126,0.9891350660417554,0.967848325483454,0.9893504871925818,0.9768188361438833,0.001151395399326447,0.003387755102040815
38,0.026795056582850845,0.02719367949641901,0.9907328504473797,0.9760242443778144,0.9881441732526395,0.9806673139524585,0.0009540954763499945,0.003204081632653061
39,0.02606959785641942,0.02812112502229799,0.9894546229228802,0.9667603084087522,0.9927989471538976,0.9780068188142922,0.0007906043210907702,0.0030204081632653054
40,0.025556665937504205,0.030149700542289853,0.9894546229228802,0.9683604493500932,0.9903641001074084,0.9779624486621825,0.0006551285568595509,0.0028367346938775505
41,0.026107103471494444,0.03142474740214168,0.9888155091606305,0.9680725807158237,0.9909966864230753,0.9777456707928371,0.0005428675439323859,0.0026530612244897948
42,0.026030695126011315,0.024067654442915306,0.9913719642096294,0.9854723384543767,0.9830971839450032,0.9839602330539579,0.00044984326689694444,0.00246938775510204
43,0.025450625906516672,0.027452878213166033,0.9890285470813804,0.9703120471066978,0.9865693298440446,0.9765928455625974,0.0003727593720314942,0.002285714285714285
44,0.02443605424745362,0.02640576151041805,0.9904132935662548,0.9752195782433201,0.9842564432492442,0.9785072554618844,0.0003088843596477482,0.00210204081632653
45,0.025847995344222753,0.024770115027809174,0.9907328504473797,0.9723751078524097,0.9904538920454424,0.9797218291086427,0.0002559547922699536,0.0019183673469387753
46,0.0251860483738738,0.029130698971130894,0.9889220281210055,0.9672890597163715,0.9901553916782944,0.9768180125854854,0.00021209508879201905,0.0017346938775510187
47,0.024717544057914834,0.02800764376096424,0.9897741798040051,0.970938198011535,0.9885077433630395,0.9778980216395448,0.00017575106248547912,0.0015510204081632638
48,0.024011700099271744,0.02464761901520465,0.9924371538133788,0.9849271994142144,0.9865517300134354,0.9854435050390449,0.00014563484775012445,0.0013673469387755106
49,0.02385158290733277,0.026492981778367775,0.9895611418832552,0.9731958143668269,0.9864537065822258,0.977990053948927,0.0001206792640639329,0.001183673469387754
50,0.02398939961290642,0.027087545519864253,0.9896676608436301,0.9696420086638435,0.9910738561774102,0.9786453048066291,0.0001,0.0009999999999999992
