epoch,train_loss,val_loss,accuracy,precision_macro,recall_macro,f1_macro,tau,lr
1,1.1829894254403597,0.2611271307922891,0.9202551834130781,0.7946791435983618,0.7908842753881813,0.7848921911924929,1.0,0.01
2,0.19967033786010266,0.10081307820474841,0.9723551302498671,0.9398454465082293,0.9394987169410824,0.9369560933937859,0.8286427728546845,0.009816326530612245
3,0.10613041102862249,0.07990744153616317,0.9698032961190856,0.9205190856178709,0.9036754414020627,0.9044719210276839,0.6866488450043001,0.00963265306122449
4,0.08390243211574303,0.05557876091244065,0.982668793195109,0.9633849636171615,0.9616544573564251,0.9613331171784039,0.5689866029018297,0.009448979591836736
5,0.06948530847749734,0.05635615275332327,0.9811802232854865,0.9660954172379045,0.9627984118029307,0.9630208237571402,0.4714866363457394,0.009265306122448979
6,0.06229914080593781,0.044898622342777056,0.9857522594364699,0.9707662388107656,0.9733652016760134,0.9713924872504734,0.3906939937054617,0.009081632653061224
7,0.058531956304116214,0.04302207902807757,0.9851143009037746,0.9648126574515269,0.9775316056851042,0.9706554315142415,0.3237457542817644,0.00889795918367347
8,0.0539133699037447,0.05615070142940477,0.9807549175970228,0.9775870079293691,0.9500827889786871,0.9604411283865633,0.2682695795279726,0.008714285714285714
9,0.04651533328642043,0.04781872050155855,0.9830940988835726,0.9508069405907094,0.9826352045434312,0.9651176844893298,0.2222996482526195,0.00853061224489796
10,0.0464415249762191,0.036934795593033184,0.9870281765018607,0.976016734032712,0.9667846158757916,0.9692672923224693,0.1842069969326716,0.008346938775510205
11,0.043013871116724015,0.03529289697995278,0.9863902179691654,0.9790825431062979,0.9663655752622317,0.9712502656872714,0.15264179671752334,0.00816326530612245
12,0.04187677603522554,0.034113124712428625,0.986709197235513,0.9660688730915948,0.9837134007443726,0.9741733299388304,0.12648552168552962,0.007979591836734693
13,0.040090564615537935,0.03183978403255319,0.9878787878787879,0.9724785889411803,0.9769881980681361,0.9737690636950764,0.10481131341546858,0.007795918367346938
14,0.04075885566464512,0.028282552340918355,0.9894736842105263,0.980731184270884,0.9747385120442884,0.9772079609560327,0.08685113737513525,0.007612244897959183
15,0.03696139129348098,0.025536280612318565,0.9896863370547581,0.9895334259525893,0.9658550797750713,0.976594417841315,0.07196856730011521,0.0074285714285714285
16,0.037919902407785915,0.031233894931430996,0.9871345029239766,0.9742201640718124,0.9755602915722178,0.9728343050363049,0.05963623316594643,0.007244897959183674
17,0.035945403937476604,0.034120388165947965,0.9863902179691654,0.9648405765377353,0.9812498522545557,0.9713977517771277,0.04941713361323836,0.007061224489795919
18,0.03396175700274503,0.026601347564786375,0.9906432748538012,0.9875825636826416,0.9749986617595167,0.9804393370153315,0.040949150623804255,0.006877551020408163
19,0.033799695562343746,0.024784002386796525,0.9912812333864965,0.9857510100298155,0.9755261870739429,0.9797893174829273,0.03393221771895328,0.006693877551020407
20,0.033310789114570284,0.031926769262808796,0.9890483785220627,0.9794401383249003,0.9777892483491833,0.9777281897779173,0.02811768697974231,0.006510204081632652
21,0.03425940506551065,0.02800637319355122,0.98989898989899,0.9775397833244303,0.9808594275028254,0.9788676593227703,0.02329951810515372,0.0063265306122448975
