epoch,train_loss,val_loss,accuracy,precision_macro,recall_macro,f1_macro,tau,lr
22,0.03362919682895835,0.0323031861914237,0.9895800106326422,0.9749803429466805,0.9849481628169381,0.9795339876775336,0.019306977288832506,0.006142857142857143
23,0.03296680544676789,0.026748209971096944,0.9901116427432217,0.9783240614207467,0.9821577558731391,0.9797237488081978,0.015998587196060583,0.005959183673469388
24,0.03081150759242973,0.02609390152379659,0.9902179691653376,0.9769143578481937,0.9830610522572888,0.9795599472530763,0.013257113655901088,0.005775510204081632
25,0.03190711138055589,0.025437802216730636,0.9895800106326422,0.9701368238952094,0.9840108907115762,0.9764870657410865,0.010985411419875584,0.005591836734693877
26,0.02958723964851331,0.025913710394924995,0.9895800106326422,0.9848867891080703,0.9718708065213223,0.9775778812199982,0.009102981779915217,0.005408163265306122
27,0.02981399430141835,0.026863432651116983,0.9889420520999468,0.9832913280449268,0.9708350594366613,0.9765936085794823,0.007543120063354615,0.0052244897959183665
28,0.030392071734821637,0.025664356194334235,0.9905369484316853,0.9834576022850607,0.9750483682850817,0.9788324091142351,0.006250551925273976,0.0050408163265306125
29,0.02967012160129237,0.02494489389708577,0.990855927698033,0.9796169590661721,0.9808156143657407,0.9797489651404621,0.005179474679231213,0.004857142857142857
30,0.030112677504832864,0.025194009311677,0.989792663476874,0.9840073342421858,0.9733093899592746,0.9777978499666664,0.004291934260128779,0.004673469387755102
31,0.02957538849912916,0.025268611419294824,0.9906432748538012,0.9776394119489034,0.9830801702920411,0.9800508930209316,0.0035564803062231288,0.004489795918367346
32,0.030232030907945465,0.02602651299234254,0.9900053163211058,0.9814815507476725,0.9772245559753142,0.9788237988327242,0.0029470517025518097,0.004306122448979591
33,0.029003476899577905,0.025556858413569392,0.9894736842105263,0.9762332232685724,0.9799401174733132,0.9776840468960611,0.0024420530945486523,0.004122448979591836
34,0.028595365057601276,0.02420616889097889,0.9902179691653376,0.976925711065775,0.9817002376681762,0.9789640225972828,0.0020235896477251575,0.0039387755102040815
35,0.02785046747445016,0.028245604935762288,0.9872408293460925,0.9605555552889579,0.9842639370600976,0.9716868981302367,0.0016768329368110084,0.0037551020408163258
36,0.026840485741990223,0.022756035287340656,0.9900053163211058,0.9798516444914216,0.9786429048488515,0.9787981496927655,0.0013894954943731374,0.003571428571428571
37,0.027364032452192343,0.02280392856825104,0.9905369484316853,0.980956179438517,0.9775957758201427,0.9788323767414888,0.001151395399326447,0.003387755102040815
38,0.027596134320395718,0.024127524440088113,0.9900053163211058,0.9871161829793864,0.9713898059990544,0.9783280724261455,0.0009540954763499945,0.003204081632653061
39,0.02749371803075947,0.024623782322259282,0.9903242955874535,0.9742322023782187,0.9850355736072794,0.9792714658830202,0.0007906043210907702,0.0030204081632653054
40,0.02618156173725247,0.026662331778272732,0.9891547049441787,0.9788760600373497,0.9786818920345893,0.9777859751460615,0.0006551285568595509,0.0028367346938775505
41,0.026791526015597877,0.025059316158753855,0.989792663476874,0.9797608994193904,0.9792096838383879,0.9786119123151847,0.0005428675439323859,0.0026530612244897948
42,0.026471480230490476,0.02401268152381552,0.9904306220095693,0.9880051869485954,0.9752784995013106,0.9809019064034911,0.00044984326689694444,0.00246938775510204
43,0.02684092951266741,0.024221287849009353,0.9895800106326422,0.9791425418159861,0.9776737652972771,0.9774964468285118,0.0003727593720314942,0.002285714285714285
44,0.02548611741799703,0.023211321161779524,0.9900053163211058,0.9817212588660662,0.9774479223807175,0.9788088528595645,0.0003088843596477482,0.00210204081632653
45,0.026070706075987347,0.02300691879197966,0.9902179691653376,0.9771035389226872,0.9824762493628592,0.9794307948912101,0.0002559547922699536,0.0019183673469387753
46,0.02504680183690979,0.022439258392314018,0.990749601275917,0.9809140958139432,0.9802326186185044,0.9797526409751458,0.00021209508879201905,0.0017346938775510187
47,0.025065105629631275,0.023174172258781607,0.9903242955874535,0.9747688100289539,0.9832145464153896,0.9784946088769897,0.00017575106248547912,0.0015510204081632638
48,0.02523748320500157,0.028265007908707434,0.988835725677831,0.9706755716956482,0.9846126481052,0.9771788778572925,0.00014563484775012445,0.0013673469387755106
49,0.02526318783333911,0.023157151016124335,0.989792663476874,0.9787588979744027,0.9797998367653901,0.9784349970915159,0.0001206792640639329,0.001183673469387754
50,0.024171923613237764,0.02264860096718049,0.9904306220095693,0.979233304930238,0.9805458317159432,0.9790621448759212,0.0001,0.0009999999999999992
